ArticleID,ArticleTitle,Rec1,Rec2,Rec3,Rec4,Rec5
-8511291357261863413,Dark Scrum,Jira - A Necessary Evil?,Scrum Community - Scrum Alliance,12 Agile principles,Do you want Crappy Agile?,Frequently asked questions about design sprints - InVision Blog
5008913705695203000,Post: Just Say mNo to Hungarian Notation,"Tabs vs Spaces: How They Write Java at Google, Twitter, Mozilla and Pied Piper | Takipi Blog",Java 8 Streams - A Deeper Approach About Performance Improvement,"What's new in Android: the N-Release, Virtual Reality, Android Studio 2.2 and more | Android Developers Blog",Writing good code: how to reduce the cognitive load of your code,Java 8 Best Practices Cheat Sheet
-7193893108516217330,Speed for simplicity: An interview with Lenovo's Gerry Smith,The new tech talent you need to succeed in digital,Why the customer experience matters,Organizing for digital acceleration: Making a two-speed IT operating model work,Building a digital-banking business,Transforming life insurance with design thinking
4039031731864440026,Olli: Artificial Intelligence for the real world of connected commuting,Land Rover's lead engineer explains autonomous off-road driving,Self-Driving Cars and Insurance,Bring a dinosaur to life with Watson IoT Platform and Node-RED,IBM makes a big shift into cognitive computing,"The new, scary face of auto insurance"
8339561640071198727,"Machine Learning Can Identify Pixelated Faces, Researchers Show",Pixelated photos and licence plates can be unblurred using artificial intelligence,Machine Learning is Fun! Part 3: Deep Learning and Convolutional Neural Networks,Why Deep Learning Is Suddenly Changing Your Life,Why image recognition is about to transform business,Machine Learning for Designers
-8520302351158933500,Google's new NHS deal is start of machine learning marketplace,What DeepMind brings to Alphabet,"Google unleashes DeepMind on energy-hungry datacenter, cutting cooling bill by 40 percent",DeepMind moves to TensorFlow,Google DeepMind Is Now Analysing Magic And Hearthstone Cards,Google DeepMind researchers built a deep-learning system capable of learning from very little data.
-7895534832212398576,Artificial intelligence is hard to see,Here's how The White House wants the U.S. to approach AI R&D,Andrew Ng: What AI Can and Can't Do,The next AI is no AI,Request for Information: Preparing for the Future of Artificial Intelligence,"Google, Amazon and the upcoming battle over AI Assistants"
5410603488837817052,Banks find blockchain hard to put into practice - FT.com,4 Blockchain Macro Trends: Where to Place Your Bets,Are you a bitcoin denialist? - Chris Skinner's blog,Confused by blockchains? Revolution vs Evolution,How This Former Google Engineer Is Bringing Blockchain to Banks,Blockchain Will Be Used By 15% of Big Banks By 2017
3073610766179441483,[Live Webinar] Measuring Enterprise Agility Best practice measures for tracking agile and DevOps performance,"Agile is Dead, Long Live Continuous Delivery - Gradle",Embracing Agile,LPIC-OT DevOps Engineer | Linux Professional Institute,Big IT Rising,An operating model for company-wide agile development
5745373608367143062,Cookies vs Tokens: The Definitive Guide,Supercharge Java Auth with JSON Web Tokens (JWTs) | Baeldung,The Most Important Push Notification metric - Growth Bug - App World,Gold Backed Digix Raises Millions in Hours on Ethereum Blockchain Crowdsale,Building a Facebook Chat Bot with Node and Heroku,AWS Certified Solutions Architect Professional – Study Guide – Domain 6.0: Security (20%)
-8964534883296838326,Why Evernote Is Giving Up on Its Data Centers for Google Cloud,Here's how Evernote moved 3 petabytes of data to Google's cloud,Making Sense of Unstructured Data with Google Cloud NL API,Google Cloud Platform: The smart person's guide - TechRepublic,Google Cloud Platform sets a course for new horizons,Google's Cloud Machine Learning service is now in public beta
141806940259458424,Why a ceramic iPhone 8 might be be the ultimate iPhone | Cult of Mac,Inside The iPhone 7: Why Apple Killed The Headphone Jack,"Apple announces 'iPhone 7' September 7 event, Apple Watch 2 and MacBook Pros may be unveiled","Apple unveils the new iPhone 7, preorder now, available 9/16","Apple, Set to Move to Its Spaceship, Should Try More Moonshots",WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday
-3832772858396854546,Apple's iWork for iOS Apps Updated With Real-Time Collaboration,"Apple updates Pages, Keynote, and Numbers for Mac w/ real-time collaboration features &amp; more","macOS Sierra software update for Mac rolling out now, here's everything new",What to Expect at WWDC 2016,Today in Apple history: iCloud takes our files and photos to the sky | Cult of Mac,WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday
-1302167511807875596,"Apple Releases iOS 10 With Redesigned Lock Screen, New Messages Features, Third-Party Siri, and More",What to Expect at WWDC 2016,WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday,Google I/O 2016: Android's failure to innovate hands a Apple free run at WWDC,"Siri: Once a Flake, Now Key to Apple's Future","macOS Sierra software update for Mac rolling out now, here's everything new"
-6707474286910397949,The Death of Drupal Commerce as an Ecommerce Solution - Third & Grove,"5. History lesson: Drupal Commerce, Commerce Guys, and Acquia",6. What can Acquia and the community do now regarding Drupal and ecommerce?,0. The case for Drupal and Commerce,7. What's in this for me?,Dries Buytaert
-8377626164558006982,Bad Writing Is Destroying Your Company's Productivity,Stop Trying to Sound Smart When You're Writing,Email Isn't The Thing You're Bad At,10 Simple Habits of Insanely Productive People,7 Tips to Create a Company Learning Culture like Google - Without Resources,So long MVP. Hello Minimum Loveable Product.
156889606517612871,Multi-Channel Marketing in 2015 - It's not rocket science.,The Ultimate Guide to SEO Reporting: Starting with the Basics,7 Vital SEO Trends for Google Rankings in 2017 | Digital Current,Adobe Announces Cross-Device Co-op to Enable People-Based Marketing,CMO interview: Putting IBM's marketing technology under the microscope,Marketing Technology Landscape Supergraphic (2016) - Chief Marketing Technologist
8115033558441775155,"A whole new GitHub Universe: announcing new tools, forums, and features",Introducing unlimited private repositories,Making open source data more available,GitHub on BigQuery: Analyze all the open source code,The Importance of Code Reviews,Pull request first - Practical Blend
-1119244241345534741,A Technical Primer On Causality,How to choose algorithms for Microsoft Azure Machine Learning,Approaching (Almost) Any Machine Learning Problem,Approaching (Almost) Any Machine Learning Problem | Abhishek Thakur,"Hello, TensorFlow!",Graph-powered Machine Learning at Google
-6308850935767965758,So long MVP. Hello Minimum Loveable Product.,State of the Digital Nation 2016,10 Simple Habits of Insanely Productive People,Building Products,Ask a Female Engineer: Joining a Startup,The Real Product Market Fit
5018472516978866574,The Internet of Things is looking for its VisiCalc,Decentralizing IoT networks through blockchain,Popular Internet of Things Forecast of 50 Billion Devices by 2020 Is Outdated,IoT Day: A timeline of how IoT is changing the world (infographic),Comparing IoT Platforms: Compare 4 IoT platform for IoT projects,Intel's internal IoT platform for real-time enterprise analytics
8768619263229062922,Research from VLDB 2016: Improved Friend Suggestion using Ego-Net Analysis,Graph-powered Machine Learning at Google,Announcing .NET Core 1.0,IBM Seeks to Simplify Graph with New Titan Service,How to get your ASP.NET app up on Google Cloud the easy way,Why Deep Learning Is Suddenly Changing Your Life
4776828703162554224,"Stock photos of women of color in tech, now free to use.","If you think women in tech is just a pipeline problem, you haven't been paying attention - Tech Diversity Files",Equal Pay Day in the spotlight this year,Glamour Exclusive: President Obama On Feminism and The World He Wants to Leave His Daughters,"In war for talent, 'brogrammers' will be losers",Susan Wojcicki on the Effectiveness of Empowering Ads on YouTube
921770761777842242,Pixelated photos and licence plates can be unblurred using artificial intelligence,"Machine Learning Can Identify Pixelated Faces, Researchers Show",Number plate recognition with Tensorflow,Artificial Intelligence Can Now Design Realistic Video and Game Imagery,"As Artificial Intelligence Evolves, So Does Its Criminal Potential",Return of incandescent light bulbs as MIT makes them more efficient than LEDs
-6545872007932025533,Why Silicon Valley is all wrong about Apple's AirPods - Chris Messina,"Apple, Set to Move to Its Spaceship, Should Try More Moonshots",Inside The iPhone 7: Why Apple Killed The Headphone Jack,Apple's secret strategy: Underpromise and overdeliver,An Exclusive Look at How AI and Machine Learning Work at Apple - Backchannel,Apple Debuts Wireless 'AirPods' With 5 Hours of Music Playback
-2144625344076628986,How to overcome UX challenges with product design sprints,[Select Repost] Scaling the Product Owner Role,Frequently asked questions about design sprints - InVision Blog,Organizing for digital acceleration: Making a two-speed IT operating model work,Running GV sprints inside corporates - learn from my mistakes - Sprint Stories,How to scale yourself: the '99/50/1' framework - The Mission
-816352740763488513,Manage Client-Side Packages with Bower - ASP.NET documentation,How to use Docker to run ASP.NET Core apps on Google App Engine,Announcing .NET Core 1.0,How to get your ASP.NET app up on Google Cloud the easy way,"Use Gulp for Drupal 8 with Teams, Part 1: Gulp Setup",Aurelia 1.0 is Here!!!
8886002764685330098,Exploring Java's Hidden Costs,The Java 8 API Design Principles,Java 8 Best Practices Cheat Sheet,The hardest thing in computer science,Android - The dark side of Jack and Jill,Java 8 Streams - A Deeper Approach About Performance Improvement
-3645539449929727083,"Why 3,000 bank branches must close",Conversational Banking; from branches to bots. - Chatbots Magazine,Why Uber Is Killing the Bank (And What That Means for Everything Else),"Amazon looking to buy Capital One? "" Banking Technology","Welcome to GoogleBank, Facebook Bank, Amazon Bank, and Apple Bank - Enrique Dans",Building a digital-banking business
-7277691357631151609,Giant-Man Goes Down in CAPTAIN AMERICA: CIVIL WAR Concept Art and New Poster Art,C# vs. Swift - Iron Man vs. Captain America,The Children's Illustrated Guide to Kubernetes,The End Of Apple Man,Google unveils a gigapixel 'Art Camera' that lets you view paintings down to the brushstrokes,The Americans (TV Series 2013- )
-2630716662499331227,Digital Consumers Forced to Open Accounts in Branches,The Future of Digital Banking is Now,Banking Needs a Customer Experience Wake-Up Call,Building a digital-banking business,"Say goodbye to traditional customer segmentation "" Banking Technology",The #digital upstarts offering app-only #banking for smartphone users #benchmark
-4749032095489327822,Salesforce Einstein delivers artificial intelligence across the Salesforce platform,Assessing Salesforce's platform and ecosystem | ZDNet,Salesforce adds some artificial intelligence to customer service products,"Salesforce buys Demandware for $2.8B, taking a big step into e-commerce",Build Apps Faster with Salesforce - Webinar,Artificial Intelligence Software Is Booming. But Why Now?
-4084394822880420062,Android Studio 2.2,Novidades do Android Studio 2.2,Support Ended for Eclipse Android Developer Tools,Android Studio 2.0 | Android Developers Blog,"What's new in Android: the N-Release, Virtual Reality, Android Studio 2.2 and more | Android Developers Blog",Why porting an iOS design to Android will not work
7985545205318799060,On DRY and the cost of wrongful abstractions,10 Modern Software Over-Engineering Mistakes,The Importance of Code Reviews,What to look for in a code review ,Writing good code: how to reduce the cognitive load of your code,Effective learning through code workshops | Box Blog
7756118769128656312,Mastering Software Development in R · Simply Statistics,Doing Data Science Right - Your Most Common Questions Answered,The Skills You'll Need and the Salary You Can Expect as a Data Scientist,Building a high-throughput data science machine,Introducing the Data Science Maturity Model,"The ""Joel Test"" for Data Science"
-4145260601063545880,Why Learning Angular 2 Was Excruciating,30 Learning Resources For Mastering Angular 2,Angular 2 versus React: There Will Be Blood - Free Code Camp,johnpapa/angular-styleguide,Improving Angular performance with 1 line of code,You SHOULD Learn Vanilla JavaScript Before JS Frameworks - Snipcart
7790567704847993284,US Federal Judge Rules Bitcoin is Money in Coin.mx Trial - CoinDesk,French Senate Will Debate on Bitcoin Regulation,Are you a bitcoin denialist? - Chris Skinner's blog,How To Benefit From Getting Paid in Bitcoin,Blockchain CEO's Business Advice on Bitcoin Startups,Governments vs Bitcoin: A Fight For Control
1266958185239582088,Are you a bitcoin denialist? - Chris Skinner's blog,Blockchain CEO's Business Advice on Bitcoin Startups,Blockchain won't kill banks: Bitcoin pioneer,Confused by blockchains? Revolution vs Evolution,Venture Capitalists Inject Nearly Half a Billion in Bitcoin,Growing Global Electricity Consumption Is Not Just Bitcoin's Fault
-3487500907059331343,"macOS Sierra software update for Mac rolling out now, here's everything new","Apple updates Pages, Keynote, and Numbers for Mac w/ real-time collaboration features &amp; more",MacOS Sierra Preview,macOS Sierra will launch on September 20th | Cult of Mac,What to Expect at WWDC 2016,WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday
6180979718957141670,"Apple updates Pages, Keynote, and Numbers for Mac w/ real-time collaboration features &amp; more","macOS Sierra software update for Mac rolling out now, here's everything new",MacOS Sierra Preview,Apple's iWork for iOS Apps Updated With Real-Time Collaboration,macOS Sierra will launch on September 20th | Cult of Mac,WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday
-7623502978685822577,"Don't Start Big, Start a Little Snowball",So long MVP. Hello Minimum Loveable Product.,Building on Slack Saved Our Startup,Building Products,Cracks are showing in Uber but the company coming out of the shell is not what you thought,State of the Digital Nation 2016
7104734618727920421,Kelso's Corner,Behind the Scam: What Does It Take to Be a 'Best-Selling Author'? $3 and 5 Minutes. - The Mission,Good to Great,Bill Gates Recommends These 9 Books to Make You a Better Entrepreneur and a Better Person,[E-learning] Design Thinking for Innovation - University of Virginia | Coursera,Time to Re-Think Design Thinking
-1443900796086927361,What is IT's role in digital transformation?,7 Questions to Ask Before Your Next Digital Transformation,Five things to include in your digital transformation playbook,Where is the bank's digital vision? - Chris Skinner's blog,Digital Tool as Strategic Enabler for Banking Transformation,Making digital strategy a reality in insurance
1525777409079968377,Probabilistic Programming,Bayesian machine learning,A Googler analyzed a billion files to settle the programming dispute made famous by HBO's 'Silicon Valley',Stop Coding Machine Learning Algorithms From Scratch - Machine Learning Mastery,Google Ranking Factors: The Complete List,The Ten Commandments of Egoless Programming
-4920252354047555768,15 Top Open Source Artificial Intelligence Tools,Machine Learning as a Service: How Data Science Is Hitting the Masses,Clarifying the uses of artificial intelligence in the enterprise,Spark fragmentation undermines community,The Competitive Landscape for Machine Intelligence,The Competitive Landscape for Machine Intelligence
5036201777135800491,30 Learning Resources For Mastering Angular 2,Why Learning Angular 2 Was Excruciating,Angular 2 versus React: There Will Be Blood - Free Code Camp,johnpapa/angular-styleguide,Improving Angular performance with 1 line of code,20+ Docs and Guides for Front-end Developers (No. 9)
-1971429126058184075,Building a Modern Bank Backend,What Is Open Banking and Why is it Important?,Mobile-Only Challenger Banks Are Shaping the Future of Financial Services Industry,Why Barclays Sees Banking's Future as an Information Business,Building a digital-banking business,Digital Tool as Strategic Enabler for Banking Transformation
-8681175158863587641,Building organizational capabilities: McKinsey Global Survey results,The need to lead in data and analytics,Java Tools and Technologies Landscape Report 2016 | zeroturnaround.com,Learning at the speed of business,The sales secrets of high-growth companies,Ahead of the curve: The future of performance management
6881796783400625893,Santander Vies to Become First Bank to Issue Cash on Blockchain - CoinDesk,Blockchain Will Be Used By 15% of Big Banks By 2017,I've got standards - which one do you want? [UPDATE 5 APRIL 2016],"For Blockchain VCs, the Time for Ethereum Investments Has Come - CoinDesk",VISA to Test Blockchain Payments among Banks; a SWIFT Rival?,The Rise And Growth of Ethereum Gets Mainstream Coverage
7458850059926549081,Bring Your App To Life with CALayers,Motion with Meaning: Semantic Animation in Interface Design,Exploring Java's Hidden Costs,Staying one step ahead at Pixar: An interview with Ed Catmull,Leveling Up Your JavaScript -,What to look for in a code review 
7793363699831164066,Google will show AMP URLs before App deep link URLs in mobile results,How to set up Analytics on your AMP page,Production Ready Jenkins 2.0 in Two Steps with Docker,What Google AMP Means for Every Marketer,Google Tag Manager: Giving Mobile Tagging a Little Extra Love,7 Vital SEO Trends for Google Rankings in 2017 | Digital Current
1537717759622831344,Google Play Books Now Analyzes Your Reading Habits and Recommends New Books,A new look for Google Play family of apps,Google I/O 2016 Preview: A Chrome/Android merger? Project Tango? VR?,Introducing the Google Analytics Demo Account for Learning,Behind the Scam: What Does It Take to Be a 'Best-Selling Author'? $3 and 5 Minutes. - The Mission,"Google I/O 2016 preview: Android N, Android VR, Project Chirp, Play Store on Chromebooks and more!"
3328253785421705444,InsurTech: changing the world of risk - Chris Skinner's blog,Top 10 Insurtech Trends for 2017 - Insurance Thought Leadership,The insurance tech equation,"IoT Insurance: Trends in Home, Life & Auto Insurance Industries",Making digital strategy a reality in insurance,Big data analysis to transform insurance industry - FT.com
2435024834845042614,How To Manage Your Drupal Patches with 'Drush Patch File' | Chromatic,Drush 9 Roadmap,Meet Aquifer: A build system for easier Drupal development,Evaluating the security of Drupal contrib modules,Hedron: Or my dissatisfaction with local development #Drupal,Add the Same File to Multiple Folders in Google Drive without Copying
3577117590019014785,"Hands-on: Google Assistant's Allo chatbot outdoes Cortana, Siri as your digital pal","Google saves Allo conversations, a win for machine learning but a loss for privacy - Tech2",The battle for the post-digital world,"Google tests a more personalized version of its virtual assistant, Google Now","Siri: Once a Flake, Now Key to Apple's Future",Google I/O 2016 Preview: A Chrome/Android merger? Project Tango? VR?
7915650190943924834,8 Things Every Person Should Do Before 8 A.M. - The Mission,So long MVP. Hello Minimum Loveable Product.,10 Simple Habits of Insanely Productive People,[GTD] Forget About Setting Goals. Focus on This Instead.,In the Long Run,8 Insanely Simple Productivity Hacks
7303676031229268527,Measuring the Benefits of Software Reuse,Top Asset Tracking Software: The 52 Best Tools and Software Solutions to Track Your Company's Vital Physical Assets,Adopting Open Source Development Processes in Corporate IT,12 Agile principles,Code reuse in microservices architecture - with Spring Boot,A plan for media management in Drupal 8
3456674717452933449,A Beautiful Copper Coin That Could Transform How We Spend,Don't take my money: Why mobile payments haven't taken off - yet,Failing model: Plastic Card + App and Card + Wallet Players?,The Definitive Guide to Database Version Control,How Starbucks became so successful at coaxing consumers to pay with smartphones,Docker Cleanup Scripts Comparison
139485217095648183,Supercharge Java Auth with JSON Web Tokens (JWTs) | Baeldung,Cookies vs Tokens: The Definitive Guide,How We Migrated Our Backend to Spring Boot in 3 Weeks - Stormpath User Identity API,Spring Boot 1.4 released,Java 8 Streams - A Deeper Approach About Performance Improvement,The Most Important Push Notification metric - Growth Bug - App World
-4194520495766350572,Keynotes from the O'Reilly Velocity Conference in New York 2016,"DevOps security requires new mindset and tools for visibility, automation",LPIC-OT DevOps Engineer | Linux Professional Institute,Doing Data Science Right - Your Most Common Questions Answered,Lessons from Becoming a Data-Driven Organization,"The ""Joel Test"" for Data Science"
7226503561499839165,"Zuul 2 : The Netflix Journey to Asynchronous, Non-Blocking Systems",What Color is Your Function?,The Netflix Tech Blog: Engineering Trade-Offs and The Netflix API Re-Architecture,How Netflix does A/B Testing - uxdesign.cc - User Experience Design,How Netflix does A/B Testing - uxdesign.cc - User Experience Design,Standing on the Shoulders of Giants - Built to Adapt
-6312384811410586459,Creating Universal Windows Apps with React Native,Facebook adds Windows 10 UWP support for making React Native-based apps,Windows 10 Anniversary SDK is bringing exciting opportunities to developers,"""create-react-app"" and the future of creating React applications",Microsoft's mobile problem may not be a problem at all,Introducing Docker for Windows Server 2016 - Docker Blog
6664082205633624486,Building a Team from the Inside Out: Alok Gupta on the Evolution of Data Science at Airbnb,Doing Data Science Right - Your Most Common Questions Answered,Airbnb bets on local with user-generated guidebooks and new neighborhood/home matching,"The ""Joel Test"" for Data Science",Building a high-throughput data science machine,The Skills You'll Need and the Salary You Can Expect as a Data Scientist
9124439338148818380,"How to build a robot that ""sees"" with $100 and TensorFlow","How to build a robot that ""sees"" with $100 and TensorFlow",Raspberry Pi with cloud vision at Google I/O - Raspberry Pi,Celebrating TensorFlow's First Year,How Robots Can Acquire New Skills from Their Shared Experience,TensorFlow v0.9 now available with improved mobile support
-1365928983118861754,Practical guide to PaaS: Benefits and characteristics,Using Microservices Architecture as API Enablement Strategy,Why Google App Engine rocks: A Google engineer's take,"Microservices Reference Architecture, Part 4 -12‑Factor App",The Continuous Delivery Maturity Model,Serverless Architectures
-8689798332822398451,Novidades do Android Studio 2.2,Android Studio 2.2,Support Ended for Eclipse Android Developer Tools,Android Studio 2.0 | Android Developers Blog,"What's new in Android: the N-Release, Virtual Reality, Android Studio 2.2 and more | Android Developers Blog",Why porting an iOS design to Android will not work
7813943820850065086,Twitter adds a button to help you train its algorithm,Understanding the Twitter topic Tracker,Machine Learning and the VP Debate,A Tale of 2 API Platforms - GGV Capital,Twitter is shutting down Vine,"Twitter killed Magic Recs, the only useful bot there is"
-2703878216681968882,Using Google Analytics with Leadfeeder for B2B Lead Generation,29 Common Google Analytics Data Errors And How To Fix Them,The Complete Google Analytics Audit Checklist | Optimization Up,How do you sell SaaS software to enterprise businesses?,Improvements coming to the Google Analytics desktop UI,The sales secrets of high-growth companies
6059546463839992340,AEM 6.1 Packages and Bundles - Installing and Uninstalling Behavior,Building an Angular 2 Application for Production,How I sped up the initial render of my Polymer app by 86%,Adobe CQ/Adobe AEM,Adobe CQ/Adobe AEM,"How to Build and Publish ES6 Modules Today, with Babel and Rollup"
-5750828394349042089,Artificial Intelligence Software Is Booming. But Why Now?,Salesforce Einstein delivers artificial intelligence across the Salesforce platform,Assessing Salesforce's platform and ecosystem | ZDNet,Salesforce adds some artificial intelligence to customer service products,The Competitive Landscape for Machine Intelligence,The Competitive Landscape for Machine Intelligence
4577451034168098359,Cubr,How To Avoid Equidistant HSV Colors,How to choose algorithms for Microsoft Azure Machine Learning,Stop Coding Machine Learning Algorithms From Scratch - Machine Learning Mastery,Machine Learning is Fun!,Machine Learning is Fun! Part 2
7216750853471801538,What Science Tells Us About Leadership Potential,What Science Tells Us About Leadership Potential,Digital Leadership Is Not an Optional Part of Being a CEO,How to augment your career with leadership coaching,"Three cultures, three continents and three lessons on leadership",9 Non-Threatening Leadership Strategies for Women
7993526700719577624,What Science Tells Us About Leadership Potential,What Science Tells Us About Leadership Potential,Digital Leadership Is Not an Optional Part of Being a CEO,How to augment your career with leadership coaching,"Three cultures, three continents and three lessons on leadership",9 Non-Threatening Leadership Strategies for Women
-6400214860728938634,"How to build a robot that ""sees"" with $100 and TensorFlow","How to build a robot that ""sees"" with $100 and TensorFlow",Raspberry Pi with cloud vision at Google I/O - Raspberry Pi,Celebrating TensorFlow's First Year,How Robots Can Acquire New Skills from Their Shared Experience,TensorFlow v0.9 now available with improved mobile support
-455124319026316634,"Need Some AI? Yeah, There's a Marketplace for That",Deep learning will be huge - and here's who will dominate it,"AI Pioneer Yoshua Bengio Is Launching Element.AI, a Deep-Learning Incubator",Why Deep Learning Is Suddenly Changing Your Life,The AI business landscape,Google Is About to Supercharge Its TensorFlow Open Source AI
-6829454835237183038,Windows Server 2016 will come with commercial support for Docker Engine,Introducing Docker for Windows Server 2016 - Docker Blog,Microsoft expands its support for Docker containers,Microsoft's mobile problem may not be a problem at all,"Microsoft: Windows Phone is not the place to do ""new and exciting things"" - MSPoweruser",​Microsoft and Canonical partner to bring Ubuntu to Windows 10 | ZDNet
6915731723505426291,Show and Tell: image captioning open sourced in TensorFlow,Introducing the Open Images Dataset,ŷhat | Classifying handwritten digits using TensorFlow,Announcing TensorFlow 0.8 - now with distributed computing support!,Machine Learning is Fun! Part 3: Deep Learning and Convolutional Neural Networks,TF-Slim: A high level library to define complex models in TensorFlow
-769212572760644334,The Truth About Multiple H1 Tags in the HTML5 Era,Google moves to replace Flash with HTML5,Google Ranking Factors: The Complete List,Elasticsearch Parent/Child Relationship for Document Security,Dries Buytaert,Tracking Multiple Categories in Google Analytics for Content Pages - E-Nor | Google Analytics Blog
9004099881383415529,How to set up Analytics on your AMP page,Production Ready Jenkins 2.0 in Two Steps with Docker,Google will show AMP URLs before App deep link URLs in mobile results,What Google AMP Means for Every Marketer,Google Tag Manager: Giving Mobile Tagging a Little Extra Love,The need to lead in data and analytics
-1876558460087500339,TypeScript 2.0 is now available!,Learn TypeScript in 30 Minutes,Managing ambient type definitions and dealing with the,How it feels to learn Javascript in 2016,"The Languages, Frameworks and Tools You Should Learn in 2017",Why Learning Angular 2 Was Excruciating
-7638840925036528150,Introducing Docker for Windows Server 2016 - Docker Blog,Windows Server 2016 will come with commercial support for Docker Engine,Microsoft expands its support for Docker containers,Microsoft's mobile problem may not be a problem at all,Automate Docker with the Remote API and Ruby,Windows 10 Anniversary SDK is bringing exciting opportunities to developers
-1676378465482420452,Microsoft and Bank of America Merrill Lynch Collaborate to Transform Trade Finance Transacting With Azure Blockchain as a Service,I've got standards - which one do you want? [UPDATE 5 APRIL 2016],What Is Open Banking and Why is it Important?,Blockchain Will Be Used By 15% of Big Banks By 2017,Microsoft Strikes Partnership With Banks on Blockchain Tech,Banks find blockchain hard to put into practice - FT.com
-1150591229250318592,Digitization and The Loss of Iconography - Posted by SYPartners,Watch Google's AI master the infamously difficult Atari game Montezuma's Revenge,Free online Game AI Classes - Apex Game Tools,The brilliant mechanics of Pokémon Go,Understanding User Psychology: Thinking Like a Game Designer,Unknown NEO GEO MVS Fighting Game Discovered & Dumped - Arcade Heroes
-2487699318115820990,"Google saves Allo conversations, a win for machine learning but a loss for privacy - Tech2","Hands-on: Google Assistant's Allo chatbot outdoes Cortana, Siri as your digital pal",Saying �� to Allo and Duo: new apps for smart messaging and video calling,The battle for the post-digital world,Google's artificial intelligence is going in the wrong direction,Google isn't abandoning Hangouts for its new chat apps
8900292750226176660,"A Neural Network for Machine Translation, at Production Scale",Google's new translation software is almost as good as human translators,"Facebook ditches Bing, 800M users now see its own AI text translations","Google Cloud Machine Learning family grows with new API, editions and pricing","How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel","How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel"
-885886002174762919,"Onion Creates a $5 Linux Computer with Wi-Fi, Designed for IoT Applications",The new 64-bit Orange Pi is a quad-core computer for $20,Visual C++ for Linux Development,Node.js Examples - How Enterprises use Node in 2016 | @RisingStack,Four Node.js Gotchas that Operations Teams Should Know about - The New Stack,Asus ready to take bite of 'Pi' market with Tinker micro PC
6006800146436649545,​Kubernetes 1.4: One DevOps tool to rule all the containers | ZDNet,How Kubernetes takes container workload portability to the next level,Why Kubernetes may be a bigger threat to Amazon than Google's cloud - TechRepublic,Kubernetes 1.3 on tap for Google Container Engine,Creating a scalable API with microservices,"Netflix OSS, Spring Cloud, or Kubernetes? How About All of Them!"
-7442296890640709658,Today in Apple history: 'Here's to the crazy ones...' | Cult of Mac,"Apple, Set to Move to Its Spaceship, Should Try More Moonshots",Apple's secret strategy: Underpromise and overdeliver,Today in Apple history: Steve Jobs resigns as Apple CEO,An Exclusive Look at How AI and Machine Learning Work at Apple - Backchannel,Today in Apple history: Steve Jobs passes away | Cult of Mac
-6570327055377820618,Baidu Research grills AI models on deep learning,Why Deep Learning Is Suddenly Changing Your Life,"AI Pioneer Yoshua Bengio Is Launching Element.AI, a Deep-Learning Incubator",The AI business landscape,Deep learning will be huge - and here's who will dominate it,Machine Learning Is No Longer Just for Experts
-1897853393557630253,Your health insurance might score you an Apple Watch,Apple rehires former senior iOS engineer turned Flipboard co-founder for health software,Today in Apple history: Steve Jobs resigns as Apple CEO,WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday,Digital Health Coaching,The End Of Apple Man
8734156751308150579,Bitcoin Accepted! German Energy Giant Enables Payments - CCN: Financial Bitcoin & Cryptocurrency News,Bringing easy and fast checkout with Payment Request API | Web Updates - Google Developers,Are you a bitcoin denialist? - Chris Skinner's blog,Growing Global Electricity Consumption Is Not Just Bitcoin's Fault,Blockchain CEO's Business Advice on Bitcoin Startups,How To Benefit From Getting Paid in Bitcoin
-3179358869851478234,Not Your Father's Insurance Industry - Insurance Thought Leadership,Top 10 Insurtech Trends for 2017 - Insurance Thought Leadership,The insurance tech equation,"IoT Insurance: Trends in Home, Life & Auto Insurance Industries",Making digital strategy a reality in insurance,How Blockchain Technology Can Improve the Insurance Industry
7510090557616166004,Don't Waste Your Time on Networking Events,Communication patterns in a Microservice world,"Stream processing, Event sourcing, Reactive, CEP... and making sense of it all","Stream processing, Event sourcing, Reactive, CEP... and making sense of it all - Confluent","What do you mean by ""Event-Driven""?",Communication Within an Android App With EventBus
-5628343274127925011,Digital development with online check-in and mobile room keys,Where is the bank's digital vision? - Chris Skinner's blog,Five things to include in your digital transformation playbook,The surprising truth about which countries lead in digital,7 Questions to Ask Before Your Next Digital Transformation,Organizing for digital acceleration: Making a two-speed IT operating model work
8631616594020837056,Blockchain Will Be Used By 15% of Big Banks By 2017,VISA to Test Blockchain Payments among Banks; a SWIFT Rival?,How This Former Google Engineer Is Bringing Blockchain to Banks,Banks find blockchain hard to put into practice - FT.com,Blockchain won't kill banks: Bitcoin pioneer,I've got standards - which one do you want? [UPDATE 5 APRIL 2016]
