ArticleID,If you liked,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
4609121753781446855,"Lava-louças Brastemp Ative! 8 Serviços Blf08abana 110v - R$ 800,00",Google planeja ferramentas de inteligência artificial para Raspberry Pi | Google Discovery,Create a Slack Bot to Interact with Your Wiki,Docker Online Meetup #46: Introduction to InfraKit - Docker Blog,Introducing Mini Courses with MS Chatbots,How to Start a Telegram Bot With PHP
4625350031392752392,Google connects BigQuery to Google Drive and Sheets,Google may unveil Android VR headset at I/O conference,Transfer Style But Not Color,Approaching (Almost) Any Machine Learning Problem | Abhishek Thakur,Exclusive: Why Microsoft is betting its future on AI,The emerging Darwinian approach to analytics and augmented intelligence
4629488036162962359,"Para rebater Estatuto da Família, campanha muda significado de 'família' no Dicionário Houaiss","TRF mantém resolução que proíbe ""cura gay"" - Jornal Opção",Netflix emociona com vídeo destacando personagens LGBT,YouTube chama seus criadores de conteúdo para a campanha mundial #OrgulhoDeSer,Workplace diversity in Brazil: there's still a long way to go,"National Coming Out Day - Wikipedia, the free encyclopedia"
4631867115963052211,"Apple announces 'iPhone 7' September 7 event, Apple Watch 2 and MacBook Pros may be unveiled","At eBay, Machine Learning is Driving Innovative New Approaches to Search Experiences",Auto-scaling scikit-learn with Spark,To Be Continued: Helping you find shows you want to continue watching,How to choose algorithms for Microsoft Azure Machine Learning,Worldwide Ops in Minutes with DataStax & Cloud
4633013345375349272,Dries Buytaert: Advancing Drupal's web services,Artificial intelligence is hard to see,14 Cool Drupal 8 modules for site builders | August 2016,"There will be a Drupal 9, and here is why",WeChat's competitor to Slack has arrived,Docker Swarm
4644672909721737325,Automation and anxiety,The Internet of Things is looking for its VisiCalc,Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real...,How enterprise architects can help ensure success with digital transformations,Nintendo has doubled in value since Pokémon Go's release,"How to build a robot that ""sees"" with $100 and TensorFlow"
4657430003888493310,"Siri: Once a Flake, Now Key to Apple's Future",Artificial Intelligence Can Now Design Realistic Video and Game Imagery,From fine wine to lotteries: Blockchain tech takes off - BBC News,Twitter adds a button to help you train its algorithm,8 things to expect from Google's biggest event of the year,These gloves can convert sign language into spoken English
4667058261084775379,Citroën lança e-commerce de carros,Visual Thinking and Learning 3.0 working together at Walmart.com | Happy Melly,Ranking 50 Maiores Empresas do E-commerce Brasileiro/2016,Building a Facebook Chat Bot with Node and Heroku,"As Artificial Intelligence Evolves, So Does Its Criminal Potential",Building immutable entities into Google Cloud Datastore
4671890082953295903,GE Digital snags ServiceMax for $915 million,"Empresas brasileiras correm para ""ajustar"" cultura interna | EXAME.com",Grow fast or die slow: Focusing on customer success to drive growth,Microsoft is taking its cues from Facebook as it totally shakes up Office,"No, Apple isn't the next BlackBerry - it's the next Microsoft",Unilever Buys Dollar Shave Club for $1 Billion
4674667995387386186,"Waterwheel, the Drupal SDK Ecosystem",Dries Buytaert,"Thunder, a Drupal distribution for publishers","Google Pixel, o primeiro smartphone feito pelo Google | Google Discovery",A simple approach to PCI DSS compliance for Google Cloud Platform,The Death of Drupal Commerce as an Ecommerce Solution - Third & Grove
4675505028897335428,Swift Top 10 Articles For The Past Year (v.2017),Final Developer Preview before Android 7.0 Nougat begins rolling out | Android Developers Blog,Real World Swift Performance,What DeepMind brings to Alphabet,Como consumir conteúdo de qualidade em iOS - CocoaHeads BR,Cognitive Services-Intelligence Applications | Microsoft Azure
4677417698542178243,Deep Learning Race: A Survey of Industry Players' Strategies - Intuition Machine,Mapping the World of Music Using Machine Learning: Part 1 - iHeartRadio Tech Blog,My Top 9 Favorite Python Deep Learning Libraries - PyImageSearch,Omnitone: Spatial audio on the web,Microsoft Build: the 10 most important announcements,Machine learning at the museum: this week on Google Cloud Platform
4695698299220703541,Android - The dark side of Jack and Jill,Why 2016 is shaping up to be the Year of the Bot,Facebook's Artificial Intelligence Research lab releases open source fastText on GitHub,You SHOULD Learn Vanilla JavaScript Before JS Frameworks - Snipcart,How the Communicator's Dilemma Made a 'Slack-lash' Inevitable,"Here's what Viv looks like, the next generation AI assistant built by Siri creator"
4702466408529036844,Unilever cria e-commerce para lojas de bairro | EXAME.com,A ESTRATÉGIA DA C&A PARA VENCER A CRISE - brweek,Alibaba quebra recorde de vendas no Dia dos Solteiros - e-commerce,Rakuten é premiada como melhor plataforma de e-commerce do varejo brasileiro,Nova versão do SAP Hybris Commerce vai ser apresentada durante o Forum E-Commerce Brasil 2016 - B!T magazine,Portal Mercado & Consumo
4716135688735489427,"No dia das mães, Avon lança campanha com mãe de jovem gay",YouTube chama seus criadores de conteúdo para a campanha mundial #OrgulhoDeSer,Netflix emociona com vídeo destacando personagens LGBT,"No ""Altas Horas"", garoto filho de casal homoafetivo dá lição contra a homofobia",Cartórios Não Podem Recusar Registro De Filhos De Casais Homoafetivos,"Para rebater Estatuto da Família, campanha muda significado de 'família' no Dicionário Houaiss"
4717008760225392411,Que novas oportunidades poderemos criar com Blockchain? - CIO,Large CPGs are under attack by startups... and consumers are winning,Google lança novos recursos para o Analytics,A publicidade sem ROI acaba de morrer: adapte-se ou junte-se a ela - Meio & Mensagem,Tendências do Marketing de Conteúdo 2016,The next AI is no AI
4744297321841608877,containerd - a core container runtime project for the industry - Docker Blog,Deep Learning Demystified,Machines are learning to find concealed weapons in x-ray scans,Omnitone: Spatial audio on the web,Deep Learning AI for NASA Powers Earth Robots,Introduction to Natural Language Processing - University of Michigan | Coursera
4751741894255718069,What do Design Thinking and Marketing have in common?,Three Lessons for Design-Driven Success,3 Pillars of the Most Successful Tech Products,"Pelo sétimo mês consecutivo, fluxo de visitantes a shopping centers recua | VEJA.com",TI Bimodal? Receita para o desastre...,The gig economy as a driver of innovation
4757923412035174662,Mobile Time,The Digital Transformation Playbook: Rethink Your Business for the Digital Age (Columbia Business School Publishing) eBook Kindle,Digital Leadership Is Not an Optional Part of Being a CEO,Accenture and Adboe team on customer enegagement,In defense of the Uber-ization of everything,"""Empresas inovadoras não fazem produtos - constroem conceitos que se tornam experiências irresistíveis"""
4761910285123871012,Bot Engine,TechCrunch launches a personalized news recommendations bot on Facebook Messenger,Extreme Style Machines:Using Random Neural Networks to Generate Textures,How a Chatbot Helped This Vinyl Records Startup Make $1 Million in 8 Months,O potencial do bitcoin na América Latina,5 reasons your employees aren't sharing their knowledge
4774970687540378081,The economic essentials of digital strategy,PwC faz virada digital e já fatura US$ 1 bilhão no mundo,The new tech talent you need to succeed in digital,Carros conectados impulsionarão diferentes indústrias | Sonho Seguro,How to Create an Exponential Mindset,Honda: mulheres já respondem por 50% das vendas via consórcio
4776828703162554224,"Stock photos of women of color in tech, now free to use.",Moovit's new Facebook chatbot for transport proves v0 is not going to be good,Front in BH 2016,Like It Is: Bob Dylan Explains What Really Killed Rock 'n' Roll,"If you think women in tech is just a pipeline problem, you haven't been paying attention - Tech Diversity Files",Sign Up for Mike Cohn's Best Content
4780818054552370624,Introducing Google Cloud Shell's new code editor,Para inovar é preciso mais do que boas ideias - Startupi,The Mobile Growth Stack: 2017 Edition - Mobile Growth Stack,Introducing Cloud Spanner: a global database service for mission-critical applications,Introducing the Google Analytics Demo Account for Learning,Announcing new storage classes for Google Cloud Storage: simplifying the storage and management of hot and cold data
4781931173636001110,5 empresas que aplicam o Growth Hacking e que são sucesso,Why Uber Is Killing the Bank (And What That Means for Everything Else),Digital Leadership Is Not an Optional Part of Being a CEO,Segment helps businesses integrate third-party sources into their data pipelines,Marketing Technology Landscape Supergraphic (2016) - Chief Marketing Technologist,In defense of the Uber-ization of everything
4783081874753928396,DevOps,Drupal 8 CI/CD with Docker via Jenkins. Part 1: Integration,Here's how Evernote moved 3 petabytes of data to Google's cloud,Hedron: Or my dissatisfaction with local development #Drupal,Build Quality In: The Key to Continuous Delivery in Kanban,Google's fair use victory is good for open source
4785499183287168509,The new tech talent you need to succeed in digital,VISA to Test Blockchain Payments among Banks; a SWIFT Rival?,"The new, scary face of auto insurance",The Digital Transformation Playbook: Rethink Your Business for the Digital Age (Columbia Business School Publishing) eBook Kindle,Accenture and Adboe team on customer enegagement,Digital Leadership Is Not an Optional Part of Being a CEO
4788854083489560153,Node.js Examples - How Enterprises use Node in 2016 | @RisingStack,Learning How to Learn: The Most Important Developer Skill - Free Code Camp,Bitbucket Pipelines Beta: continuous delivery inside Bitbucket - Bitbucket,Effective learning through code workshops | Box Blog,7 Tips to Create a Company Learning Culture like Google - Without Resources,"Olhar Digital: Notícia: Testamos o HoloLens, os óculos do futuro da Microsoft"
4807721425375438334,Apple Acquires Machine Learning Company Turi For $200 Million,10 Stats About Artificial Intelligence That Will Blow You Away -- The Motley Fool,To Be Continued: Helping you find shows you want to continue watching,"At eBay, Machine Learning is Driving Innovative New Approaches to Search Experiences",How to choose algorithms for Microsoft Azure Machine Learning,AI Is Here to Help You Write Emails People Will Actually Read
4814419120794996930,"Netflix says Geography, Age, and Gender are ""Garbage"" for Predicting Taste",Mapping the World of Music Using Machine Learning: Part 1 - iHeartRadio Tech Blog,How I got into the top 15 of a Kaggle competition in 3 days: A Python Tutorial,Deep Learning Race: A Survey of Industry Players' Strategies - Intuition Machine,Google researchers teach AIs to see the important parts of images - and tell you about them,Machine learning at the museum: this week on Google Cloud Platform
4815632823882298534,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",Mastercard libera APIs para quem quer desenvolver novas fintechs,"Agile is Dead, Long Live Continuous Delivery - Gradle",Swift Top 10 Articles For The Past Year (v.2017),What DeepMind brings to Alphabet,The brilliant mechanics of Pokémon Go
4831903061865014867,The Hardest Part About Microservices: Your Data,Spring Boot 1.4 released,Test Driven Development by Example: Validation in Java,How Kotlin became our primary language for Android - UPTech Team,Introduction to Spring REST Docs | Baeldung,"Netflix OSS, Spring Cloud, or Kubernetes? How About All of Them!"
4843782008053284888,The 200 billion dollar chatbot disruption,"Who Owns Digital Transformation? According To A New Survey, It's Not The CIO",Apple Has Created 'Detailed Mockups' of iMessage for Android,Google Cloud Goes to the Farm,To bot or not to bot,"Google Cloud Dataproc - the fast, easy and safe way to try Spark 2.0-preview | Google Cloud Big Data and Machine Learning Blog"
4861691621484862889,Diversidade no Brasil: um longo caminho a percorrer,The Language of Beauty Ads,Savage Love Letter of the Day: Get Out There and Fight,Write Like You Talk,Pabllo Vittar reina no novo comercial da Skol para os Jogos Olímpicos,YouTube chama seus criadores de conteúdo para a campanha mundial #OrgulhoDeSer
4865901874365409673,Coca-Cola Brasil entra no mercado de café,"Inbox by Gmail: a better way to keep track of events, newsletters and links",Configuring OSGi,Workspace Filter,Adobe CQ/Adobe AEM,AEM 6.1 Package Manager Metadata Files
4876769046116846438,Shopping em BH terá fazenda urbana de 2.700 m²,NoSQL Performance Benchmarks,Fábio Prado - Overview sobre índices - DBA Brasil 1.0,Gartner Reprint,SQL vs NoSQL: you do want to have a relational storage by default - Enterprise Craftsmanship,Home-Made Twitter and Gmail Notifications with PHP and Arduino
4877833951599818487,Google Cloud Platform: The smart person's guide - TechRepublic,Humanos seriam desse jeito se evoluíssem para sobreviver a acidentes de carro,"How to build a robot that ""sees"" with $100 and TensorFlow",15 Interesting JavaScript and CSS Libraries for October 2016,The Java 8 API Design Principles,"Google admits original enterprise cloud strategy was wrong, why it's gone in a different direction - TechRepublic"
4891010769166501207,Introducing Kotlin support in Spring Framework 5.0,Introduction to Spring REST Docs | Baeldung,Spring Boot 1.4 released,How Kotlin became our primary language for Android - UPTech Team,Taking Microservices Home - NGINX,"Kotlin in Production - What works, Whats broken"
4891164246772479976,Motion with Meaning: Semantic Animation in Interface Design,LOGOBR School | Behance Reviews Campinas 2016,A identidade visual de Budapeste para as Olimpíadas de 2024,Popular Internet of Things Forecast of 50 Billion Devices by 2020 Is Outdated,TAM recebe primeira aeronave com o design e pintura da LATAM e avança na implantação da nova marca!,Forget the Cloud - 'The Fog' Is the Next Big Thing | Fox Business
4893900714822288649,[Article] Poka Yoke: o que é e como implementar | Endeavor Brasil,[Tools] XMind Plus - Last Chance for students' 1$ gift,[Webinar] PMI | Project Management Institute,[Framework] Lean IT Governance,[Event] CuboTalks,[Tools] See how the JIRA Portfolio team uses JIRA Portfolio
4894833130708450490,Um misterioso vórtice escuro surgiu sobre Netuno,Como o Facebook testa o impacto que a atualização dos apps têm na bateria dos smartphones,UE não dá sossego ao Google. Novo alvo? O AdSense,Resenha - A Chegada,StrictMode for Runtime Analysis on Android - Google Developers,The Rise And Growth of Ethereum Gets Mainstream Coverage
4899554125167253337,The Real Lesson for Data Science That is Demonstrated by Palantir's Struggles,From Insight-as-a-Service to insightful applications,"Miracles of Human Language: An Introduction to Linguistics - Universiteit Leiden, Meertens instituut (KNAW) | Coursera",Scientists discover potentially habitable planets,Jeff Seguros: SEGUROS E GAMES,How Indra Nooyi Turned Design Thinking Into Strategy: An Interview with PepsiCo's CEO
4904775878165401439,My Approach to Mobile Accessibility Testing - Ministry of Testing,5 Asian Trends for 2017,"Espresso Intents: não é magia, é tecnologia! - Android Dev BR","Google tests a more personalized version of its virtual assistant, Google Now",O seu conteúdo está preparado para as duas internets?,Top 5 Android Testing Frameworks with Examples
4911701623098526999,Why image recognition is about to transform business,Mobile marketing statistics 2016,The barbell effect of machine learning.,Google Cloud Goes to the Farm,Skully officially admits it's over,Google and Ray Kurzweil are making chatbots together
4915137112517573184,Portugal runs for four days straight on renewable energy alone,Request lesson : How and when to use はず(=hazu) | Maggie Sensei,Lista tem 15 dicas para Google Docs; teste,How Coca-Cola Is Harvesting Innovation Energy From Startups,O uso da vírgula e seus pré-requisitos - Português,Japanese for dummies
4916417766268744775,[GTD] Forget About Setting Goals. Focus on This Instead.,[Event] Palestra Competitive Strategy and Competition,Replace Lego's $190 Intelligent Brick with MIT's Scratch and a $40 Raspberry Pi,[Coursera] Introduction to Communication Science - University of Amsterdam | Coursera,"[Situation Wall] Jamboard - the whiteboard, reimagined for collaboration in the cloud","[Hangout] StartSe promove hangout gratuito com Caio Poli, do Nubank; inscreva-se"
4918358495761748770,Saúde de homens gays e bi é foco de nova campanha do governo,Cartórios Não Podem Recusar Registro De Filhos De Casais Homoafetivos,Nova campanha da Avon tem drag queen como estrela,"Para rebater Estatuto da Família, campanha muda significado de 'família' no Dicionário Houaiss",Campanha do Dicionário Houaiss pretende mudar a definição de família,Amor sem fronteiras: série de fotos retrata casais gays pelo mundo
4920704891238922872,Login sem senha no Android deve chegar até o final de 2016 | Google Discovery,"Projeto Ara, o smartphone modular do Google, pode chegar ao mercado em 2017 | Google Discovery",Dial in with ease using the latest Google Calendar app for Android,Google moves to replace Flash with HTML5,"Google and Levi's team up on a ""connected"" jacket that lets you answer calls, use maps, and more",Google lança teclado virtual para iPhone com recursos de pesquisa | Google Discovery
4950037926975347884,Curso Gratuito Como tornar seu negócio escalável e inovador,Better together: New Microsoft integrations for easier collaboration,Why The New Chatbot Invasion Is So Different From Its Predecessors,You're Asking Too Much of Chat Bots. Just Let Them Grow Up,"Desenvolvendo Android, por onde começar? - Android Dev BR",3M e o perfil intraempreendedor | Endeavor Brasil
4999440443052714243,1000 nodes and beyond: updates to Kubernetes performance and scalability in 1.2,Addressing Accessibility for the Web,Características de Arquiteturas Evolutivas,Google Is Finally Redesigning Its Biggest Cash Cow: AdWords,Google: Here's how a software update knocked out our App Engine cloud | ZDNet,"Walgreens now lets you digitally clip coupons from its iOS app, redeem in-store through Apple Pay with loyalty card"
5008913705695203000,Post: Just Say mNo to Hungarian Notation,The Importance of Code Reviews,Optimizing the Performance of Vector Drawables - upday devs,Sam Newman - Backends For Frontends,Firebase Test Lab for Android,Up your app's sharing game with DirectShare - Google Developers
5018472516978866574,The Internet of Things is looking for its VisiCalc,Automation and anxiety,Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real...,Nintendo has doubled in value since Pokémon Go's release,"How to build a robot that ""sees"" with $100 and TensorFlow",How enterprise architects can help ensure success with digital transformations
5032631648793129465,Aplicações Financeiras Flexíveis através de DSLs na Plataforma Java,Documentando uma API JAX-RS com Swagger,Spring Boot 1.5.1 released,What to Inspect When You are Inspecting!,Serverless Architectures,"Blockchain open sources Thunder network, paving the way for instant bitcoin transactions"
5036201777135800491,30 Learning Resources For Mastering Angular 2,15 Interesting JavaScript and CSS Libraries for September 2016,Google planeja ferramentas de inteligência artificial para Raspberry Pi | Google Discovery,Introducing Mini Courses with MS Chatbots,Docker Online Meetup #46: Introduction to InfraKit - Docker Blog,Create a Slack Bot to Interact with Your Wiki
5037221949349729844,Susan Wojcicki on the Effectiveness of Empowering Ads on YouTube,"If you think women in tech is just a pipeline problem, you haven't been paying attention - Tech Diversity Files",Google employees are adding 'Lady' to their job titles to fight sexism,O dia em que tive mais medo de estar errada.,Study Shows Women and Minorities Are Punished for Speaking Up About Workplace Diversity,#Sentaquelávemtextão
5037403311832115000,Cognizant Named a Digital Transformation Leader in the Life Science Industry,Five things to include in your digital transformation playbook,Who sponsors Drupal development? | Dries Buytaert,America's allies are preparing for a bumpy ride,Walmart compra startup para brigar com Amazon | EXAME.com,Microsoft's CEO Explores How Humans and A.I. Can Solve Society's Challenges-Together
5045927063019110283,Amazon causa polêmica com serviço que faz entregas em 1 hora em Paris,"National Coming Out Day - Wikipedia, the free encyclopedia",Comprar roupas está ficando fora de moda no Reino Unido,[Retro] Celebration Grids - Management 3.0,Program your way to your next grocery delivery,"The future of machine learning: 5 trends to watch around algorithms, cloud, IoT, and big data - GeekWire"
5051167660880461112,Google Cloud and Autodesk enable 10x improvement in media rendering efficiency,"Apple File System (APFS) announced for 2017, scales 'from Apple Watch to Mac Pro' and focuses on encryption","Netflix OSS, Spring Cloud, or Kubernetes? How About All of Them!",Nashorn: JavaScript made great in Java 8,Tech in Brazil is booming despite the country's political troubles,Gold Backed Digix Raises Millions in Hours on Ethereum Blockchain Crowdsale
5053372977408537204,Democratizing AI,O Empreendedorismo no Mercado de Seguros,Principais startups do ramo de saúde criam o 1o Cluster de Saúde Digital do Brasil | EXAME.com,VISA to Test Blockchain Payments among Banks; a SWIFT Rival?,Adobe and Microsoft Partner in the Azure Cloud to Help Businesses Transform Customer Engagement,Hero unveils a new home gadget to help you track and dispense pills
5062670850994683718,AWS Certified Solutions Architect Professional – Study Guide – Domain 4.0: Network Design for a complex large scale deployment (10%),AWS Certified Solutions Architect Professional – Study Guide – Domain 5.0: Data Storage for a complex large scale deployment,AWS Certified Solutions Architect Professional – Study Guide – Domain 2.0 Costing,AWS Certified Solutions Architect Professional – Study Guide – Domain 6.0: Security (20%),Achievement Unlocked : AWS Certified Solutions Architect Professional,UE não dá sossego ao Google. Novo alvo? O AdSense
5082053563644129584,How We Lost 47% of Our Users After a Redesign | Icons8,"Google Cloud Dataproc - the fast, easy and safe way to try Spark 2.0-preview | Google Cloud Big Data and Machine Learning Blog",How Green Was My Valley (1941),"AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts",Ordering coffee in Italy: the 10 commandments,Joel on Software
5087084654882097891,"Google Pixel, o primeiro smartphone feito pelo Google | Google Discovery",Dries Buytaert,"Waterwheel, the Drupal SDK Ecosystem","Thunder, a Drupal distribution for publishers",A simple approach to PCI DSS compliance for Google Cloud Platform,Announcing pricing for Google Stackdriver
5088013394045185972,JavaScript Conquered the Web. Now It's Taking Over the Desktop,Spotify UI built with HTML / CSS - Freebiesbug,How I sped up the initial render of my Polymer app by 86%,Infrequently Noted,"Chrome 52 Beta: CSS containment, simpler performance measurement, streamable responses from service workers, and more options for web push",From fine wine to lotteries: Blockchain tech takes off - BBC News
5092635400707338872,Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real...,"Need Some AI? Yeah, There's a Marketplace for That",Automation and anxiety,The Internet of Things is looking for its VisiCalc,A Beginner's Guide To Understanding Convolutional Neural Networks,Machine Learning Is Redefining The Enterprise In 2016
5109221095427625188,Robôs (bots) serão tão populares quanto apps; entenda a nova tendência,Digital Leadership Is Not an Optional Part of Being a CEO,"Heroína, nazistas e agente laranja: por dentro da fusão do ano",The Digital Transformation Playbook: Rethink Your Business for the Digital Age (Columbia Business School Publishing) eBook Kindle,Is FinTech Forcing Banking to a Tipping Point?,Why Uber Is Killing the Bank (And What That Means for Everything Else)
5145921881592486583,Open Source Giant Red Hat Launches First Blockchain Initiative - CoinDesk,"Cheap, Rugged Sweat-Sensing Skin Patch Hints at Bloodless Testing",8 things to expect from Google's biggest event of the year,Behold.ai launches artificially intelligent medical software to find abnormalities faster,Curta do Google pode ser o primeiro filme em realidade virtual indicado ao Oscar,Twitter adds a button to help you train its algorithm
5152069678055228801,IBM makes a big shift into cognitive computing,Digital Leadership Is Not an Optional Part of Being a CEO,Novas frentes de trabalho da Alelo vão de ações de fidelidade a novos meios de pagamento,The Digital Transformation Playbook: Rethink Your Business for the Digital Age (Columbia Business School Publishing) eBook Kindle,Microsoft and Bank of America Merrill Lynch Collaborate to Transform Trade Finance Transacting With Azure Blockchain as a Service,The new tech talent you need to succeed in digital
5162508842577612756,Japanese for dummies,Request lesson : How and when to use はず(=hazu) | Maggie Sensei,Como são escrita as risadas em japonês? - Suki Desu,40 Basic Japanese conversations,"The Algorithm March, Japan's Strangely Entertaining Exercise",Portugal runs for four days straight on renewable energy alone
5163772683749067995,How IoT security can benefit from machine learning,Microsoft's CEO Explores How Humans and A.I. Can Solve Society's Challenges-Together,Blaise Agüera y Arcas: How computers are learning to be creative,America's allies are preparing for a bumpy ride,Five things to include in your digital transformation playbook,"SpaceNet satellite imagery repository launched by DigitalGlobe, CosmiQ Works and NVIDIA on AWS"
5183878957903248326,Google is secretly creating a new OS that's not based on Linux,Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real...,"Need Some AI? Yeah, There's a Marketplace for That",Skully officially admits it's over,The barbell effect of machine learning.,Deep learning software knows that a rose is a rose is a rosa rubiginosa
5189107351987144723,Better together: New Microsoft integrations for easier collaboration,Curso Gratuito Como tornar seu negócio escalável e inovador,Portal Mercado & Consumo,"Fresco, sim! - Android Dev BR",Rakuten é premiada como melhor plataforma de e-commerce do varejo brasileiro,Citroën lança e-commerce de carros
5189433264884433830,Introducing Goals in Google Calendar on Android and iPhone,"Google Pixel, o primeiro smartphone feito pelo Google | Google Discovery",Intel Reveals Its Plan For Blockchain Technology With 'Sawtooth Lake' Distributed Ledger,Dries Buytaert,"Open Source Won. So, Now What?","Waterwheel, the Drupal SDK Ecosystem"
5199666313044493096,Introducing the new Google Cloud Load Balancing UI,A New Number Format for Computers Could Nuke Approximation Errors for Good,Docker Engine 1.11 with runC: Announcing the general availability of the industry's first OCI-compliant runtime,Omnitone: Spatial audio on the web,Lightning Distribution for Drupal: Build Advanced Authoring Experiences in Drupal 8,"YouTube pode lançar serviço de televisão online ""Unplugged"" em 2017 | Google Discovery"
5206308811707978799,The rise of APIs,"No, Apple isn't the next BlackBerry - it's the next Microsoft",Two Different Sales Motions . . . .,How AWS came to be,Primeiro chatbot do varejo brasileiro no Facebook Messenger já está funcionando - Startupi,2 terrific #MarTech talks on the rise of AI in marketing - Chief Marketing Technologist
5211673327552264703,Google Cloud Platform sets a course for new horizons,"Explore in Docs, Sheets and Slides makes work a breeze - and makes you look good, too",All Together Now. Introducing G Suite.,"Google is discontinuing Google+ Hangouts On Air on September 12, pushes users to YouTube Live","Introducing Cloud Natural Language API, Speech API open beta and our West Coast region expansion",Google: Here's how a software update knocked out our App Engine cloud | ZDNet
5217724704513784613,You SHOULD Learn Vanilla JavaScript Before JS Frameworks - Snipcart,Android - The dark side of Jack and Jill,AWS Certified Solutions Architect Professional – Study Guide – Domain 5.0: Data Storage for a complex large scale deployment,AWS Certified Solutions Architect Professional – Study Guide – Domain 4.0: Network Design for a complex large scale deployment (10%),AWS Certified Solutions Architect Professional – Study Guide – Domain 2.0 Costing,AWS Certified Solutions Architect Professional – Study Guide – Domain 6.0: Security (20%)
5227822864949117283,The Difference Between Sympathy And Empathy - Expanded Consciousness,America's allies are preparing for a bumpy ride,Five things to include in your digital transformation playbook,Walmart compra startup para brigar com Amazon | EXAME.com,Scrum Community - Scrum Alliance,Microsoft's CEO Explores How Humans and A.I. Can Solve Society's Challenges-Together
5237574390644778994,"Meet Parsey's Cousins: Syntax for 40 languages, plus new SyntaxNet capabilities",Deep learning software knows that a rose is a rose is a rosa rubiginosa,"Apple acquires Turi, a machine learning company",Graph-powered Machine Learning at Google,Event Map For Google I/O 2016 Released,New Sessions Added To Google I/O 2016 Schedule
5238119115012015307,Embracing Agile,An operating model for company-wide agile development,Optimize Your Agile Growth Strategy with Cloud,Staying one step ahead at Pixar: An interview with Ed Catmull,Big IT Rising,NOW NEW NEXT: How growth champions create new value
5239464617027010625,The Biggest list of 35 FREE UX Books,1% das empresas dominam 94% das receitas na App Store,Global Data Bank é lançado internacionalmente com operação no Brasil,55 fornecedores de TI que apresentarão novidades no Ciab 2016,Google Unveiled A Partnership With Levi's To Create Smart Clothing,"Facebook says 10K+ developers are building chatbots, analytics coming"
5250363310227021277,"How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel",Machine Learning Is At The Very Peak Of Its Hype Cycle - ARC,Building a high-throughput data science machine,The AI business landscape,Text summarization with TensorFlow,Restb.ai: Why custom computer vision as a service makes sense | ZDNet
5258604889412591249,Machine Learning Is No Longer Just for Experts,Services | RaRe Technologies,Google's Cloud Machine Learning service is now in public beta,Graph-powered Machine Learning at Google,TPOT: A Python tool for automating data science,Algorithms and architecture for job recommendations
5263606973029607223,"Building A Modern, Scalable Backend: Modernizing Monolithic Applications",Taking Microservices Home - NGINX,johnpapa/angular-styleguide,Chip Pro sequel to crowdsourced $9 computer sets its sights on gadget makers,"Zuul 2 : The Netflix Journey to Asynchronous, Non-Blocking Systems",Vendas da Netshoes crescem 267% em dispositivos móveis no 1º semestre - 24Brasil
5266164468981660031,Intel's internal IoT platform for real-time enterprise analytics,"Our Goal is to Replace Your Need for a Bank, Says Blockchain Co-Founder and CEO Nicolas Cary",This is the scientific reason we're addicted to our phones,"SINAIS do FUTURO imediato: #1, internet das coisas",Setting and Calculating a Web Performance Budget,"Projeto Ara, o smartphone modular do Google, pode chegar ao mercado em 2017 | Google Discovery"
5269583152423890030,Sabia que você pode transformar o seu celular em uma impressora 3D?,"Android N Developer Preview 2, out today! | Android Developers Blog",Sesi oferece curso de LIBRAS com certificação de 40 horas,Governo busca empresas para aprimorar Internet das Coisas no Brasil,Android Quickstart - Firebase,"ConstraintLayout, Inside and Out: Part 2"
5270696484536580646,8 Insanely Simple Productivity Hacks,JPMorgan is Quietly Developing a Private Ethereum Blockchain - CoinDesk,XP quer ter banco no Brasil e vai abrir escritório em Genebra este mês,A digital crack in banking's business model,"Estonia wants to become a 'country as a service' and already has 10,000 virtual residents","Welcome to GoogleBank, Facebook Bank, Amazon Bank, and Apple Bank - Enrique Dans"
5271898714958115766,This Tiny Robot Lets You Play God With Huge AI,Pebble Core guide: All you need to know about the wearable for runners,"9 trends you need to watch at CES 2017, from 'AI' assistants to 'AR' devices","IBM e Visa transformam automóveis, eletrodomésticos e outros dispositivos conectados em potenciais pontos de vendas","Parece árvore, mas é uma turbina eólica",Aussie Uses Arduino Chips To Roboticize a Ford Focus
5281570276277574938,Cognitive Services-Intelligence Applications | Microsoft Azure,What DeepMind brings to Alphabet,Microsoft's new online certification program kicks off with data science specialization | ZDNet,Top 10 Insurtech Trends for 2017 - Insurance Thought Leadership,AI Revolution 101 - AI Revolution,Microsoft's Open Source Love Affair Reaches New Heights
5293701842202310496,Can Accenture Take Over Advertising?,How to get the most from your agency relationships in 2017,BEHOLD Amazon One - the first cargo airplane with that famous Amazon smile,Meio&Mensagem,"Zendesk's ""Automatic Answers"" taps machine learning, AI to generate bot-style email responses",How AWS came to be
